10,20,20,50
32,01.42 00.22 01.43 08.20,00.42 00.94            ,03.12,08.43,09.76,07.41(B)
19,09.94                  ,06.06 01.07 08.81 09.99,09.42,00.28,08.73,07.03(B)
44,03.66                  ,06.95                  ,06.73,01.08,09.84,07.02(B)
42,01.57 09.44            ,07.67                  ,08.33,07.11,05.38,06.41(C)
13,03.29                  ,06.75 01.82 08.56      ,05.96,03.84,07.82,06.39(C)
41,09.46 08.79 04.90 02.13,07.37 03.66 09.66 08.41,09.62,07.37,04.18,06.17(C)
26,04.44                  ,04.15                  ,06.28,00.95,08.51,06.14(C)
37,09.50 03.37 04.51      ,04.81 05.10            ,05.93,01.34,08.23,06.12(C)
29,02.40                  ,03.96                  ,08.28,00.78,07.64,05.95(C)
45,09.09 08.50 01.42 01.27,03.70                  ,02.75,07.86,06.07,05.64(C)
39,05.13 08.34            ,03.55                  ,05.83,05.46,05.07,05.37(D)
36,07.27 05.40            ,04.13 05.79 06.69      ,02.43,00.52,08.33,05.35(D)
30,07.02 04.71 07.54      ,04.63 06.93 06.91 09.44,08.72,02.28,04.62,05.19(D)
21,08.29 06.91 06.80 02.57,04.91 05.37 00.06 03.65,00.75,02.13,07.77,04.95(D)
40,02.10                  ,02.33 05.43            ,01.81,04.98,06.46,04.92(D)
12,07.93                  ,09.37 06.73 03.11 08.50,02.48,09.38,03.36,04.77(D)
20,00.99                  ,04.65                  ,04.92,01.09,06.50,04.74(D)
31,04.44 08.87 00.48 09.67,05.63 00.09 01.00      ,03.01,02.84,06.18,04.70(D)
46,01.31 05.08 00.68      ,06.53 02.74 09.55 06.27,04.96,09.82,02.10,04.47(D)
33,07.24 04.73 05.25 03.03,03.76                  ,06.30,03.33,04.09,04.46(D)
14,03.06                  ,07.59                  ,02.32,09.77,02.74,04.33(D)
43,08.05 05.66 06.54 01.00,08.39 01.97 03.24 01.66,00.12,09.96,03.43,04.19(D)
47,02.01 08.22 05.43      ,00.85 01.81            ,03.67,04.12,04.52,04.19(D)
48,03.53                  ,07.17 04.60 06.65      ,05.15,02.01,04.29,04.13(D)
25,00.59                  ,00.86 06.73 08.74      ,04.92,06.91,02.11,03.85(F)
50,05.94 03.78            ,09.29                  ,07.13,07.23,00.60,03.81(F)
49,01.54                  ,09.75 05.40 07.17      ,01.24,08.22,02.29,03.64(F)
18,03.14 00.84 04.49      ,09.32 01.28            ,06.25,04.68,01.84,03.49(F)
27,00.78 05.01 03.20      ,03.51 04.85 00.20 04.66,00.87,03.34,04.57,03.45(F)
10,02.04 02.10 04.25 09.54,08.39                  ,00.65,03.88,03.88,03.38(F)
17,00.79                  ,09.21                  ,04.18,02.07,02.94,03.22(F)
28,03.35                  ,03.29 02.93            ,01.78,04.26,03.23,03.15(F)
34,03.78 05.26 00.84      ,07.99 01.68 09.75      ,03.82,03.92,01.98,03.03(F)
38,07.14                  ,07.38                  ,01.45,05.17,01.75,02.93(F)
15,04.67 03.44 03.23 05.94,06.05                  ,01.05,09.40,00.66,02.89(F)
24,02.03 06.74 03.67 01.54,00.34 09.26 05.86 08.94,07.89,01.16,00.94,02.76(F)
16,02.81                  ,02.86 09.79            ,00.24,06.85,01.51,02.69(F)
22,02.11 09.81            ,04.95 07.37            ,02.40,01.53,01.89,02.34(F)
23,07.21 03.44            ,05.80 07.76            ,00.83,06.08,00.68,02.33(F)
11,03.04 08.66 05.00 04.90,08.56 07.08            ,05.68,01.38,00.53,02.30(F)
35,02.86 08.86 07.80 00.93,04.20 01.29 03.20 07.64,03.79,00.96,01.49,02.16(F)
