25,25,25,25
17,07.16 06.60 01.05 06.42,06.36 02.26            ,08.39,06.97,09.59,08.37(B)
18,07.69                  ,03.25 05.68            ,05.30,07.10,09.48,07.78(B)
49,02.29 00.57 07.25 08.34,01.61                  ,07.69,05.65,09.20,07.67(B)
13,01.92                  ,09.97 05.13 01.98 07.17,08.61,05.55,07.85,07.29(B)
32,01.88 06.44            ,08.69                  ,09.55,04.15,07.60,07.11(B)
23,07.24 05.33            ,09.63                  ,07.27,04.70,06.68,06.48(C)
12,05.27 08.51 05.70      ,00.02 07.97 07.42 02.08,09.79,08.40,04.36,06.35(C)
19,06.05 08.50            ,07.67 06.01 08.27      ,01.67,02.49,09.47,06.30(C)
29,09.15 09.39 06.01 08.97,01.38 01.91 05.10      ,09.16,06.05,05.27,06.28(C)
44,08.21 08.04 00.07 03.55,05.17 00.49            ,00.34,06.69,08.37,06.02(C)
25,00.93 06.06 09.68 04.69,06.15 03.04 09.43 05.01,00.01,06.30,08.37,06.01(C)
31,08.50 05.94            ,09.53 03.88 09.11 00.48,04.36,09.21,04.68,05.68(C)
50,09.39 09.46 00.44 05.44,06.70 05.50 05.99 06.50,08.64,08.19,02.87,05.42(D)
26,00.01                  ,07.05 03.28 06.91      ,08.11,02.80,05.27,05.25(D)
36,03.56 07.10            ,01.17                  ,07.77,06.15,03.86,05.11(D)
45,01.92 07.20            ,01.96 04.45            ,06.11,09.62,02.49,04.78(D)
28,08.46 08.05 07.59 08.98,01.63 04.15 08.81 04.87,09.80,02.46,03.31,04.77(D)
38,06.51 07.27 04.96 03.05,04.32                  ,00.31,07.01,05.28,04.63(D)
27,07.55 04.57 04.03      ,08.85 06.34 03.29 03.09,01.02,04.82,05.80,04.61(D)
48,04.17 00.12 06.92      ,03.65 01.55 00.68      ,04.34,07.43,03.88,04.58(D)
20,06.29 05.61 08.99      ,04.24 07.54            ,03.80,06.45,03.56,04.49(D)
46,04.76                  ,07.34 04.90 02.05 04.68,05.69,08.55,02.16,04.41(D)
43,10.00 01.00            ,01.01 02.77 07.75      ,04.54,10.00,03.36,04.34(D)
21,01.38 07.53            ,07.54 03.13 09.98 03.64,01.18,02.20,06.10,04.28(D)
15,05.53 05.34            ,07.66                  ,00.80,08.40,03.55,04.24(D)
40,01.68                  ,08.53 01.08 09.80      ,04.80,04.46,03.59,04.18(D)
30,08.93                  ,08.92                  ,01.17,01.08,05.33,04.01(D)
35,07.96 04.43 05.02      ,06.39                  ,07.94,06.91,00.24,03.69(F)
34,01.05 05.66 03.98 06.07,05.92 08.47            ,06.03,05.62,01.32,03.51(F)
11,00.55                  ,07.41 03.40 02.51 09.17,00.03,08.68,02.54,03.48(F)
41,04.96 06.32            ,00.32 09.27            ,01.92,02.49,03.99,03.40(F)
14,09.81 07.37 04.36 04.80,03.44                  ,03.50,03.77,02.46,03.28(F)
39,09.28 06.93            ,01.01 06.58 09.91      ,01.14,06.74,01.51,03.01(F)
33,08.25                  ,08.04 00.29            ,09.12,00.88,00.88,03.00(F)
37,00.16 05.16            ,02.35 02.48            ,06.80,04.65,00.24,02.67(F)
47,04.27 09.33 06.89 03.30,01.94                  ,01.53,01.68,02.92,02.62(F)
22,04.08 04.25            ,03.66                  ,06.10,03.80,00.41,02.59(F)
16,09.91 07.98 03.15 05.80,08.55                  ,06.79,02.35,00.02,02.55(F)
10,04.15 08.00 04.19      ,02.39 02.66 09.62 06.74,00.77,03.88,01.54,02.24(F)
42,01.62                  ,06.90                  ,03.12,00.39,01.94,02.10(F)
24,05.97 01.66 08.88      ,05.21                  ,01.40,00.73,02.14,02.04(F)
